shona,luo
"Ngirozi yaJehovha yakashevedzera kuna Abrahamu kechipiri iri kudenga,","To malaika mar Jehova ne ochako oluongo Ibrahim gie polo,"
"ikati: “‘Ndinopika neni pachangu,’ ndizvo zvinotaurwa naJehovha, ‘nekuti waita izvi uye hauna kundinyima mwanakomana wako, iye mumwe chete,","mowachone niya: “‘Akuong’ora gi nyinga awuon,’ Jehova Nyasaye owacho, ‘nikech gima isetimoni, kendo nikech ne ok itamori chiwona wuodi makendeno,"
"chokwadi ndichakukomborera uye ndichaita kuti vana vako vawande senyeredzi dzekudenga uye sejecha riri pamhenderekedzo yegungwa, uye mwana wako achaita kuti gedhi revavengi vake rive rake.","abiro guedhi ahinya, kendo anami kothi obed mang’eny ka sulwe manie polo kendo ka kuoyo manie dho nam. Kendo kothi nokaw dho ranga wasikgi."
Uye marudzi ese epanyika achazviwanira chikomborero nekumwana wako nekuti wateerera inzwi rangu.’”,"Kokalo kuom kothi ogendni duto mag piny biro yudo gueth, nikech isewinjo dwonda.’”"
"Pashure paizvozvo Abrahamu akadzokera kuvaranda vake, uye vakasimuka, vakadzokera pamwe chete kuBheeri-shebha; uye Abrahamu akaramba achigara kuBheeri-shebha.","Bang’ mano, Ibrahim ne odok ir jotichne, mi giduto ne gidok Beer-sheba, ka ma Ibrahim nodakie."
Abrahamu akazoudzwa kuti: “Nahori mukoma wako akaberekawo vanakomana nemudzimai wake Mirika:,Eka Ibrahim ne oyudo wach niya: “Milka osenyuolo ne Nahor owadu yawuoyi:
"Dangwe rake ndiUzi, kwozotevera Bhuzi, Kemueri baba vaAramu,","Wuode ma kayo iluongo ni Uz, kae to Buz, kod Kemuel ma en wuon Aram."
"Kesedhi, Hazo, Piridhashi, Jidrafu, naBhetueri.”","Milka bende ne onyuolo Kesed, Hazo, Pildash, Jidlaf, kod Bethuel.”"
Bhetueri akabereka Ribheka. Nahori mukoma waAbrahamu akabereka ava 8 nemudzimai wake Mirika.,Bethuel ne onyuolo nyako ma nyinge Rebeka. Yawuoyi aborogo e ma ne Milka onyuolo ne Nahor owadgi Ibrahim.
"Murongo wake uyo ainzi Reuma, akaberekawo vanakomana vanoti: Tebha, Gahamu, Tahashi, naMaaka.","Jatichne ma nyako ma nyinge Reuma, bende ne onyuolo ne Nahor yawuoyi. Nyinge yawuoyigo ne gin Teba, Gaham, Tahash, kod Maaka."
Aya ndiwo makore akararama Sara; akararama makore 127.,Sara ne odak kuom higni 127. Mago e ndalo duto ma Sara nodakgo e piny.
"Saka Sara akafira muKiriyati-abha, kureva Hebroni, munyika yeKenani uye Abrahamu akatanga kuchema Sara achisvimha misodzi.",Eka ne otho Kiriath-arba ma bende iluongo ni Hebron e piny Kanaan. Kendo Ibrahim ne odonjo e hema mi oywago Sara.
Abrahamu akabva paiva nechitunha chemudzimai wake akataura nevanakomana vaHeti kuti:,"Bang’e, Ibrahim noa malo ma oweyo ringre Sara kanyo. Ne odhi mowacho ne yawuot Heth niya:"
“Ndiri mutorwa uye mubvakure pakati penyu. Ndipeiwo nzvimbo yemakuva munyika menyu kuti ndivige mudzimai wangu.”,"“An mana wendo kendo jadak e kindu. Kuom mano, akwayo ni umiyae kamoro ma dayikie joga.”"
Vanakomana vaHeti vakapindura Abrahamu kuti:,To ne gidwoko Ibrahim niya:
"“Inzwai, ishe wangu. Muri jinda raMwari pakati pedu. Munogona kuviga mudzimai wenyu munzvimbo dzedu dzemakuva dzakanakisisa. Hapana mumwe wedu achakunyimai nzvimbo yake yemakuva kuti akutadzisei kuviga mudzimai wenyu.”","“Yaye ruodhwa, winjwa. In e jaduong’ ma Nyasaye oyiero e kindwa. Yier kamoro amora mihero e kuondewa mabeyo mag yiko, nimar onge ng’ato ang’ata kuomwa ma biro tuoni kare mar yiko, kendo ma biro moni yiko ng’ati.”"
"Saka Abrahamu akasimuka, akabva akotama pamberi pevanhu vemunyika yacho, vanakomana vaHeti,","Eka Ibrahim ne ochung’ mi okulore e nyimgi,"
"akati kwavari: “Kana muchibvuma kuti ndivige mudzimai wangu, nditeererei uye ndikumbirirei Efroni mwanakomana waZohari,","mi owachonegi niya: “ Ka uyie ni mondo ayik ringre chiega kaka owinjore, to asayou ni unyisna Efron wuod Zohar"
kuti anditengesere bako rake reMakapera riri pamucheto wemunda wake. Ngaanditengesere imi muchiona ndomupa masirivha anoenderana nemutengo waro kuitira kuti ndive nepandinoviga vanhu vekwangu.”,"mondo ousna rogo man Makpela e giko puothe, kendo ousnago e nyimu kae. Ayie chule fedha mowinjore gi puodhono, mondo abedie gi kara mar yiko joga.”"
"Efroni wacho akanga akagara pakati pevanakomana vaHeti. Saka Efroni muHiti akapindura Abrahamu pamberi pevanakomana vaHeti nevamwe vese vaipinda pagedhi reguta rake, achiti:","To noyudo ka Efron obet e kind yawuot Heth. Omiyo, Efron Ja-Hiti ne odwoko Ibrahim ka yawuot Heth duto winjo kendo e nyim ji duto ma ne nie dho ranga dala kowacho niya:"
"“Aiwa, ishe wangu! Inzwai. Ndinokupai munda wacho, pamwe nebako riri mauri. Ndinokupai vanakomana vevanhu vekwangu vachizviona. Vigai mudzimai wenyu.”",“Ooyo ruoth! To winja ane. Ayie miyi puodhono duto kaachiel gi rogono. Amiyigo e nyim jowagi duto mondo iyikie jogi.”
Abrahamu akabva akotama pamberi pevanhu vemunyika yacho,"Eka Ibrahim ne okulore e nyim jogo,"
"akataura naEfroni vanhu vachinzwa, achiti: “Dai wanditeererawo! Ndichakupa masirivha anoenderana nemutengo wemunda wacho. Atore, kuti ndivige vanhu vekwangu imomo.”","kae to owacho ne Efron ka jogo duto ne winjo niya: “Akwayi ni iwinja! Adwaro ng’iewo puodhono kendo daher chulo fedha mowinjore kode. Omiyo, yie ikaw fedha ma adwaro miyigi mondo ayik ng’ata kanyo.”"
"Efroni akabva apindura Abrahamu, achiti:",To Efron ne odwoko Ibrahim niya:
"“Inzwai ishe wangu. Munda uyu unokosha mashekeri esirivha 400, uye chii ichocho pakati pangu nemi? Saka vigai mudzimai wenyu.”","“Asayi ni iwinja ruodha. Nengo puodhono en fedha ma romo shekel 400, kata kamano, nengono ok e gima duong’, inyalo yiko ng’ati kanyo.”"
"Abrahamu akabvuma zvakataurwa naEfroni, ndokumuyerera masirivha aakanga ataura, vanakomana vaHeti vachinzwa, mashekeri esirivha 400 maererano neuremu hwaibvumiranwa nevatengesi.",Ibrahim ne oyie gi nengo ma ne Efron osewacho e nyim yawuot Heth. Mi Ibrahim nomiye fedha ma romo shekel 400. Ne opim fedhago gi rapim ma ne jolok ohala tiyogo.
"Saka munda waEfroni wekuMakapera, waiva pakatarisana neMamre, nebako raiva mauri nemiti yese yaiva mukati memiganhu yemunda wacho, zvakaziviswa","Omiyo, puoth Efron ma ne ni Makpela but Mamre, gi rogo ma ne nie iye, kaachiel gi yien duto ma ne ni e puodhono ne obedo"
"pamberi pevanakomana vaHeti, nevamwe vese vaipinda negedhi reguta rake kuti zvakanga zvatengwa naAbrahamu.","mag Ibrahim. Ne ong’iewo puodhono e nyim yawuot Heth, kendo e nyim ji duto ma ne nie dho ranga dala."
"Pashure paizvozvo Abrahamu akaviga mudzimai wake Sara mubako remumunda weMakapera pakatarisana neMamre, kureva Hebroni, munyika yeKenani.","Bang’ mano, Ibrahim ne oyiko Sara chiege e rogo ma ne ni Makpela but Mamre, ma bende iluongo ni Hebron e piny Kanaan."
Saka munda wacho nebako raiva mauri zvakaiswa nevanakomana vaHeti mumaoko aAbrahamu kuti ive nzvimbo yake yemakuva.,Kendo yawuot Heth ne oloko puodho kod rogono mobedo kar Ibrahim mar yiko joge.
"Abrahamu akanga akwegura, ava nemakore mazhinji, uye Jehovha akanga akomborera Abrahamu pazvinhu zvese.","Ibrahim koro ne oseti kendo hike ne oseniang’, bende, Jehova ne oseguedho yorene duto."
"Abrahamu akati kumuranda wake, mukuru weimba yake, aichengeta zvinhu zvake zvese: “Ndinokumbira kuti uise ruoko rwako pasi pechidya changu,","Ibrahim nowacho ne jatichne maduong’ ma ne rito mwandune duto niya: “Asayi, ket lweti e bwo bamna,"
"uye ndichaita kuti upike naJehovha, Mwari wedenga uye Mwari wenyika, kuti hauzotsvagiri mwanakomana wangu mudzimai pavanasikana vevaKenani, vandiri kugara pakati pavo.",mondo ikuong’rina e nyim Jehova Nyasach polo gi piny ni ok ibi manyo ne wuoda nyako e piny Jo-Kanaan ma adakieni.
"Asi unofanira kuenda kunyika yangu nekuhama dzangu, wonotsvagira mwanakomana wangu Isaka, mudzimai.”",To inidog thurwa ir wedena mondo ikaw ne Isaka wuoda dhako kuno.”
Asi muranda wacho akati kwaari: “Ko kana mukadzi wacho asingadi kuuya neni kunyika ino? Ndinofanira kubva ndadzorera mwanakomana wenyu kunyika yamakabva here?”,"Kata kamano, jatichneno ne openje niya: “Abiro timo ang’o ka nyakono ok oyie biro koda e pinyni? Be abiro duoko wuodi thuru ka ma ne iayeno?”"
Abrahamu akabva ati kwaari: “Usatomboendesa mwanakomana wangu ikoko.,Ibrahim ne odwoke niya: “Kik iduok wuoda kuno ngang’!
"Jehovha Mwari wedenga, uyo akandibvisa kumba kwababa vangu nekunyika yehama dzangu, uye akataura neni akandipikira, achiti: ‘Ndichapa mwana wako nyika ino,’ achatuma ngirozi yake pamberi pako, uye uchatorera mwanakomana wangu mudzimai ikoko.","Jehova Nyasach polo ma ne ogola thurwa e dala wuora, kendo ma ne osingorena ni, ‘Anami kothi pinyni,’ en e ma obiro oro malaikane e nyimi ma biro tayi mondo iyud ne wuoda dhako kuno."
"Asi kana mukadzi wacho asingadi kuuya newe, uchange wasunungurwa pamhiko iyi. Asi usaendesa mwanakomana wangu ikoko.”","Ka nyakono otamore biro kodi e pinyni, kuong’ruogni ok nomaki. To kik iter wuoda kuno ngang’!”"
Muranda wacho akabva aisa ruoko rwake pasi pechidya chaAbrahamu tenzi wake akamupikira pamusoro penyaya iyi.,"Kuom mano, jatichno ne oketo lwete e bam Ibrahim ruodhe mi okuong’ore ni obiro timo mana kamano."
"Saka mushandi wacho akatora ngamera gumi dzatenzi wake, ndokuenda, aine zvinhu zvakanaka zvakasiyana-siyana zvaakapiwa natenzi wake. Akabva apinda munzira ndokuenda kuMesopotamiya, kuguta reNahori.","Eka jatichno ne okawo ngamia apar mag ruodhe, kaachiel gi gik mamoko mang’eny mabeyo mi ochako wuodhe kochomo Mesopotamia, e dala mar Nahor."
"Akaita kuti ngamera dzipfugame patsime remvura kunze kweguta racho. Zuva rakanga rodoka, panguva yaiwanzoenda vakadzi kunochera mvura.",Eka jalno ne omiyo ngamiago ogo chongegi piny e dho soko ma ne ni oko mar dalano. Ne en seche mag odhiambo sa ma mon dhi omo pi.
"Akabva ati: “Jehovha, Mwari watenzi wangu Abrahamu, ndapota itai kuti ndibudirire nhasi, uye ratidzai tenzi wangu Abrahamu rudo rwenyu rusingachinji.","Eka nowacho niya: “Jehova Nyasach Ibrahim ruodha, asayi ni iguedh wuodha kawuononi, kendo inyis ruodha Ibrahim herani mosiko."
"Iye zvino ndakamira patsime remvura, uye vasikana vemuguta vari kuuya kuzochera mvura.","Eri achung’ e dho sokoni, kendo nyi taondni biro umbo kae."
"Ngazviitike kuti musikana wandichati, ‘Ndinokumbirawo kuti uture chirongo chako chemvura, undipewo mvura yekunwa,’ opindura kuti, ‘Inwai zvenyu, uye ndichanwisawo ngamera dzenyu,’ iyeyu ndiye wamuchasarudza kuti ave wemushumiri wenyu Isaka; uye itai kuti izvi zvindiratidze kuti maratidza tenzi wangu rudo rwenyu rusingachinji.”","Ka nyako moro obiro omo pi, to akwaye pi moa e dapigeno mi omiya ka owacho ni, ‘Eri modhi, kendo we ami ngamia magi pi mondo gimodhi,’ nyakono e ma mondo obed nyako ma iseyiero ne Isaka jatichni. Kamano, abiro ng’eyo ni isenyiso ruodha herani mosiko.”"
"Asati atombopedza kutaura, Ribheka, mwanasikana waBhetueri mwanakomana waMirika mudzimai waNahori, mukoma waAbrahamu, akauya akatakura chirongo chemvura papfudzi.","To ka ne pod owacho wechego, Rebeka ne ochopo ka oting’o dapi e goke. Rebeka ne en nyar Bethuel, to Bethuel ne en wuod Milka chi Nahor. Kendo Nahor ne en owadgi Ibrahim."
"Musikana wacho akanga akanaka chaizvo, ari mhandara; hapana murume akanga amborara naye. Akadzika kutsime, akazadza chirongo chake chemvura, ndokudzoka.","Rebeka ne en nyako ma silili kendo ne ojaber. Ne olor e soko, mi otwomo pi eka oduogo malo."
Muranda wacho akabva amhanya kunosangana naye akati: “Ndinokumbirawo kumbodzvuta zvishomanana mvura iri muchirongo chako.”,"To mapiyo, jatichno nodhi ire ka reto, mi onyise niya: “Asayi, miya pi matin mar dapigino mondo amodhi.”"
"Iye akabva ati: “Inwai henyu ishe wangu.” Akabva akurumidza kudzikisa chirongo chaiva papfudzi rake, akamubatira achinwa.","Mi nyakono ne oloro dapige piyo mi omiye pi mondo omodhi kowachone niya: “Eri ruodha, modhi.”"
"Paakanga apedza kumupa mvura, akati: “Regai ndichererewo ngamera dzenyu, dzinwe kusvikira dzaguta.”","To ka jatichno ne osetieko modho pi, nyakono ne owachone niya: “We aom ne ngamia magi pi mondo gin bende gimodhi ma romgi.”"
"Saka akakurumidza kudurura mvura yaiva muchirongo chake muchinwiro chezvipfuwo, ndokutanga kumhanya kutsime kunochera mvura achidzoka, uye akacherera ngamera dzese dzemurume wacho.","Mapiyo nono Rebeka ne oolo pi ma ne odong’ e dapige e mbero ma ne jamni modhoe, kae to ne oreto e soko ka osombo pi ne ngamiago nyaka gimodho giduto."
"Nguva yese iyi murume wacho akanga akanyarara hake akamutarisa achishamisika, achifunga kuti Jehovha ainge aita kuti rwendo rwake rubudirire here kana kuti kwete.","Kindeno duto, jatichno ne ohum nono ka range mondo one ka be Jehova ne oseguedho wuodhe."
"Ngamera padzakanga dzapedza kunwa, murume wacho akabva atora rin’i yepamhino yegoridhe yairema hafu yeshekeri nezvishongo zvegoridhe zviviri zvemuruoko zvairema mashekeri gumi akamupa,","Ka ne ngamiago duto osetieko modho pi, ng’atno nomiyo Rebeka tere mar um molos gi dhahabu ma pekne romo nus shekel, kaachiel gi bangli ariyo mag dhahabu ma pekgi romo shekel apar."
uye akati: “Saka uri mwanasikana waani? Tingawanawo pekurara kumba kwenyu here?”,"Eka ng’atno ne openje niya: “Nyisa ane, in nyar ng’a? Be wanyalo yudo kar nindo e dalau?”"
Akapindura kuti: “Ndiri mwanasikana waBhetueri mwanakomana waNahori waakabereka nemudzimai wake Mirika.”,Rebeka ne odwoke niya: “An nyar Bethuel ma wuod Nahor gi Milka.”
"Akawedzera kuti: “Tine uswa hwakaoma nechikafu chakawanda chezvipfuwo, uyewo pekurara.”","Rebeka nomedo wacho kama: “Wan gi lum gi chiemo moromo, kaachiel gi kar nindo bende.”"
Murume wacho akabva apfugama akadzikisa musoro wake pamberi paJehovha,"Ka ng’atno nowinjo kamano ne okulore mi ogoyo ne Jehova erokamano,"
"akati: “Jehovha ngaarumbidzwe, Mwari watenzi wangu Abrahamu, nekuti aramba achiratidza tenzi wangu rudo rusingachinji uye kutendeka. Jehovha anditungamirira kumba kwehama dzatenzi wangu.”","kowacho niya: “Opak Jehova Nyasaye ma Nyasach Ibrahim ruodha, nimar pok oweyo nyiso ruodha herane mosiko kod adierane. Kendo Jehova osetelona mi achopo e dala owadgi ruodha.”"
"Musikana wacho akamhanya, akanoudza amai vake nevamwe vese zvakanga zvaitika.",Eka Rebeka ne oringo modhi onyiso jood min-gi wechego.
Ribheka aiva nehanzvadzi yainzi Rabhani. Saka Rabhani akamhanyira kutsime kwaiva nemurume wacho.,Rebeka ne nigi owadgi miluongo ni Laban. Laban ne oringo nyaka ir ng’atno e soko.
"Paakaona hanzvadzi yake iine rin’i yepamhino uye iine zvishongo mumaoko uye paakanzwa hanzvadzi yake Ribheka ichiti, “Murume wacho ataura neni zvakati nezvakati,” akabva aenda kunoona murume wacho akanga achakamira pedyo nengamera patsime.","Ka noneno tere mar um kod bangli e lwet Rebeka nyamin-gi kendo ka nowinjo ka nyamin-gi wacho ni, “Ma e kaka ng’atno nowachona,” Laban ne odhi nyaka e soko moyudo ng’atno kochung’ e bath ngamia mage."
Akabva ati: “Uya iwe wakakomborerwa naJehovha. Unorambirei wakamira kunze kuno? Ndakugadzirira imba uye nzvimbo yengamera.”,"Ne owacho ne ng’atno niya: “Bi wadhi, in ng’at ma Jehova oseguedho. Ang’o momiyo pod ichung’ oko kae? Aseikoni ot kaachiel gi ka ma ngamia nyalo nindoe.”"
"Saka murume wacho akapinda mumba, uye ngamera dzakasunungurwa, dzikapiwa uswa nechikafu chadzo uye murume wacho pamwe nevaaiva navo vakaunzirwa mvura yekugeza tsoka.","Kuom mano, nogonyo gik ma ngamia noting’o, momiyo ngamia lum kod chiemo, kae to nokelo pi mondo jatichno kod jo ma ne owuotho kode olwokgo tiendegi."
Asi paakaisirwa zvekudya pamberi pake akati: “Handisi kuzodya kusvikira ndakuudzai zvandafambira.” Saka Rabhani akati: “Taura hako!”,"To ka ne okelne chiemo, jatichno ne owacho niya: “Ok anyal chiemo ka pok anyisou gimomiyo abiro kae.” Laban ne onyise ni, “Ara wach ane!”"
Akabva ati: “Ndiri muranda waAbrahamu.,Eka ng’atno nowacho niya: “An jatich Ibrahim.
"Jehovha akakomborera tenzi wangu zvikuru, uye akaita kuti apfume chaizvo nekumupa makwai nemombe, sirivha negoridhe, varandarume nevarandakadzi, nengamera nemadhongi.","Jehova Nyasaye oseguedho ruodha ahinya, mi obedo momewo. Nimar osemiye rombe gi dhok, fedha gi dhahabu, jotich ma chwo gi ma mon, kaachiel gi punde gi ngamia mang’eny."
"Uyewo, Sara mudzimai watenzi wangu paakanga achembera akaberekera tenzi wangu mwanakomana, uyo achapiwa natenzi wangu zvese zvaainazvo.","E wi mano, Sara chi ruodha ne onyuolo ne ruodha wuoyi ka oseti, kendo wuodeno e ma obiro miyo mwandune duto."
"Saka tenzi wangu akaita kuti ndipike, achiti: ‘Haufaniri kutsvagira mwanakomana wangu mudzimai pavanasikana vevaKenani, vane nyika yandiri kugara.","To ruodha ne owachona ni, ‘Kuong’rina ni ok ibi manyo ne wuoda nyako e piny Jo-Kanaan ma adakieni."
"Kwete. Asi enda kuimba yababa vangu nekumhuri yangu, unotorera mwanakomana wangu mudzimai.’",To dog thurwa ir joodwa mondo imany ne wuoda dhako kuno.’
Asi ndakati kuna tenzi wangu: ‘Ko kana mukadzi wacho asingadi kuuya neni?’,"Eka ne apenjo ruodha ni, ‘Abiro timo ang’o ka nyakono ok oyie biro koda e pinyni?’"
"Akati kwandiri: ‘Jehovha, wandakafamba pamberi pake, achatuma ngirozi yake ichaenda newe uye achaita kuti rwendo rwako rubudirire, uye unofanira kutorera mwanakomana wangu mudzimai kumhuri yangu nekuimba yababa vangu.","To ne odwoka niya, ‘Jehova Nyasaye ma asewuothogo nyaka sani, biro oro malaikane mondo otayi, kendo obiro guedho wuodhi. Onego imany ne wuoda nyako moa e odwa kendo e od wuora."
"Kana ukaenda kumhuri yangu, voramba kukupa mukadzi wacho, unenge wasunungurwa pamhiko yawakaita neni. Izvi zvichakusunungura pamhiko yako.’",To ka idhi e od wuora ma gitamore miyi nyako to kuong’ruogni ok nomaki.’
"“Pandasvika patsime nhasi, ndati: ‘Jehovha, Mwari watenzi wangu Abrahamu, itai kuti rwendo rwangu rubudirire.","“To ka ne achopo e soko kawuononi, ne akwayo Nyasaye kama: ‘Jehova Nyasach Ibrahim ruodha, ka po ni ibiro guedho wuodhani,"
"Onai ndamira patsime remvura. Ngazviitike kuti pakauya musikana kuzochera mvura ini ndichati, “Ndinokumbirawo kunwa mvura muchirongo chako,”","to ma e gima onego itimna. Eri achung’ e dho sokoni, kendo nyako mobiro umbo, abiro kwaye pi matin moa e dapige mondo amodhi."
"uye iye achati kwandiri, “Inwai henyu, uye ndichachererawo ngamera dzenyu mvura.” Iyeye ngaave mukadzi asarudzirwa mwanakomana watenzi wangu naJehovha.’","To ka owachona ni, “Eri modhi. Ngamia magi bende abiro miyo pi,” to nyakono e ma nobed nyako ma Jehova oseyiero ne wuod ruodha.’"
"“Ndisati ndapedza kutaura mumwoyo mangu, ndaona Ribheka achiuya aine chirongo chake papfudzi, uye adzika kutsime, akatanga kuchera mvura. Ndabva ndati kwaari: ‘Ndinokumbirawo mvura yekunwa.’","“To ka ne pok atieko wacho wechego e chunya, Rebeka ne obiro koting’o dapi e goke. Ne olor e soko mochako twomo pi. Eka ne awachone niya: ‘Asayi, miyae pi amodhi.’"
"Saka abva akurumidza kudzikisa chirongo chake ndokuti: ‘Inwai henyu, uye ndichanwisawo ngamera dzenyu.’ Ndabva ndanwa, uye anwisawo ngamera.","Mi ne oloro dapige piyo mowachona niya, ‘Eri, modhi, ngamia magi bende abiro miyo pi.’ Kuom mano, ne omiya pi modho mi otuomo ne ngamia bende pi modho."
"Pashure paizvozvo ndamubvunza kuti, ‘Uri mwanasikana waani?’ iye akati, ‘Ndiri mwanasikana waBhetueri mwanakomana waNahori waakabereka nemudzimai wake Mirika.’ Saka ndabva ndaisa rin’i pamhino yake uye zvishongo mumaoko ake.","Bang’ mano, ne apenje niya, ‘In nyar ng’a?’ Ne odwoka ni, ‘An nyar Bethuel ma wuod Nahor gi Milka.’ Kae to naketo tere e ume kaachiel gi bangli e lwete."
"Ndapfugama ndikadzikisa musoro wangu pamberi paJehovha, ndikarumbidza Jehovha, Mwari watenzi wangu Abrahamu, anditungamirira panzira yakarurama kuti nditore mwanasikana wehama yatenzi wangu, kuti ave mudzimai wemwanakomana wake.","Eka ne akulora e nyim Jehova, mi apako Jehova Nyasach Ibrahim ruodha ma osetelona maber mondo ayud nyar owadgi obed chi wuode. Kendo osekela nyaka dala owadgi ruodha mondo amany ne wuode dhako."
